,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Percent Fatalities,Survivors,Year,Month,Day,DayOfWeek,DayOfYear
3150,1979-07-24,09:22,"St. Croix, Virgin Islands",Prinair,610,St. Croix - St. Kitts,de Havilland DH-114 Heron,N575PR,14125,21.0,8.0,0.0,aircraft attained nose high attitude pitched shortly taking pilot loss control aircraft takeoff aircraft grossly overweight balance condition resulted misloading company load control personnel misloading due failure company supervise enforce loading procedures,38.095238095238095,13.0,1979,7,24,1,205
3151,1979-07-31,,"Off Sumburgh, Shetlands, England",Dan Air Services,,,Hawker Siddeley HS-748-1,G-BEKF,1542,47.0,17.0,0.0,crashed sea overrunning runway taking locked condition elevators prevented rotation aircraft flying attitude gust lock became engaged pre flight check,36.17021276595745,30.0,1979,7,31,1,212
3152,1979-08-02,,"Canton, Ohio",Private,,,Cessna  501 Citation,N15NY,0110,3.0,1.0,0.0,aircraft crashed 1 000 feet short runway landing attempt akron canton airfield baseball player thurman munson 32 piloting aircraft killed munson practicing takeoffs landings allowed plane get low slowed aircraft 10 knots safe landing speed,33.33333333333333,2.0,1979,8,2,3,214
3153,1979-08-03,,"Leningrad, USSR",Aeroflot,,,LET 410M turbojet,CCCP-67206,760509,14.0,14.0,0.0,crashed due engine failure approach,100.0,0.0,1979,8,3,4,215
3154,1979-08-04,,"Near Panvel, India",Indian Airlines,,Bombay - Pune,Hindustan Aeronautics 748 2-224,VT-DXJ,515,45.0,45.0,0.0,crashed kiroli hills approach bombay night momentary intermittent loss electrical contact g system aircraft gave pilot erroneous impression interception glide slope,100.0,0.0,1979,8,4,5,216
3155,1979-08-04,09:30,"Pistol Creek, Idaho",Boise Air Service,,"Boise, ID - Indian Creek, ID",Cessna T210M,N6286B,,6.0,6.0,0.0,flew blind canyon crashed trees pilot error,100.0,0.0,1979,8,4,5,216
3156,1979-08-09,16:43,"Flushing, New York",Southern Jersey Air - Air Taxi,,"Flushing, NY - AtlantiCity, NJ",Beechcraft D55,N105AC,,3.0,3.0,0.0,ran fuel initial climb crashed fuel starvation fuel selector valves positioned auxiliary tanks,100.0,0.0,1979,8,9,3,221
3157,1979-08-11,,"Near Katab, Egypt",Bahri Aviation,,"Athens, Greece - Jeddah, Saudi Arabia",Learjet 35,N711AF,35-029,5.0,5.0,0.0,crashed en route wreckage found 1987,100.0,0.0,1979,8,11,5,223
3158,1979-08-11,13:35,"Dneprodzerzhinsk, Ukraine, USSR",Aeroflot / Aeroflot,7880,Tashkent - Donetsk - Minsk /Chelyabinsk to Kishinev,Tupolev TU-134A / Tupolev Tu-134A,65735/65816,2351516 / 05040,178.0,178.0,0.0,midair collision 27 200 ft separation error air trafficontroller eight four killed 65735 94 65816 fourteen players 3 staff members russian soccer team pakhtakor tashkent killed,100.0,0.0,1979,8,11,5,223
3159,1979-08-22,,"Bogota, Colombia",SATENA,,,Hawker Siddeley HS-748,FAC-1101,1702,1.0,1.0,3.0,illegal flight,100.0,0.0,1979,8,22,2,234
3160,1979-08-23,,"Near Enisseysk, USSR",Aeroflot,,Norisk - Krasnoyarsk,Antonov AN-12,CCCP-12963,9346407,16.0,11.0,0.0,crashed wooded area four engines flamed fuel contamination,68.75,5.0,1979,8,23,3,235
3161,1979-08-29,,"Near Kirsanov, Russia",Aeroflot,,,Tupolev TU-124,CCCP-45038,3351003,63.0,63.0,0.0,aircraft lost control crashed uncommanded flap extension fl270,100.0,0.0,1979,8,29,2,241
3162,1979-08-29,23:00,"Frobisher Bay, Canada",Bradley Air Services,,,de Havilland Canada DHC-6 Twin Otter 300,C-GROW,415,9.0,9.0,0.0,crashed hill making turn approach,100.0,0.0,1979,8,29,2,241
3163,1979-09-03,,"Andema, Russia",Aeroflot,,,Antonov AN-24,CCCP-46269,77303602,43.0,40.0,0.0,nan,93.02325581395348,3.0,1979,9,3,0,246
3164,1979-09-03,,"Nice, France",Sterling Airways,,,Aerospatiale Corvette,OY-SBS,21,10.0,10.0,0.0,crashed approach two engines failed leading loss control aircraft,100.0,0.0,1979,9,3,0,246
3165,1979-09-11,,"Off Taipei, Taiwan",China Airlines (Taiwan),,Training,Boeing 707-324C,B-1834,18887/431,6.0,6.0,0.0,crashed sea taking,100.0,0.0,1979,9,11,1,254
3166,1979-09-14,20:47,"Near Klamath Falls, Oregon",Butler Aviation Inc.,-,Redmond - Klamath Falls - Medford,Douglas DC-7,N455SW,44287,12.0,12.0,0.0,plane transporting company employees hit surveyor mountain 7 minutes taking klamath falls plane hit trees along crest mountain ridge along flight path crew error crew decision undertake direct point point high cruise speed flight low altitude,100.0,0.0,1979,9,14,4,257
3167,1979-09-14,00:47,"Near Sarroch,  Italy",Aero Transporti Italiani,,Alghero - Cagliari,McDonnell Douglas DC-9-32,I-ATJC,47667/776,31.0,31.0,0.0,aircraft hit mountain altitude 2 000 ft approach poor weather crew misjudgement selection low altitude flight profile inadequate atc assistance,100.0,0.0,1979,9,14,4,257
3168,1979-09-18,,"Blink Horn Point, Canada",PacifiCoastal Airlines,,,Britten Norman BN-7A lslander,C-FZVV,238,9.0,4.0,0.0,struck high ground,44.44444444444444,5.0,1979,9,18,1,261
3169,1979-09-19,,"Merced, California",Military - U.S. Air Force,,Training,Boeing KC-135A,58-0127,17872/342,5.0,5.0,0.0,crashed attempting land,100.0,0.0,1979,9,19,2,262
3170,1979-09-30,,"Porpoise Bay, British Columbia Canada",West Coast Air,,,de Havilland Canada DHC-6 Twin Otter 200,C-FWAF,122,16.0,2.0,0.0,aircraft finals suddenly turned right descended right wing attitude striking ground cartwheeling trees,12.5,14.0,1979,9,30,6,273
3171,1979-10-03,12:13,"Juneau, Alaska",Southeast Skyways - Air Taxi,,"Juneau, AK - Return",Cessna 207,N1726U,20700326,3.0,3.0,0.0,pilot suffered spatial disorientation entering clouds continued vfr flight adverse weather pilot influence alcohol,100.0,0.0,1979,10,3,2,276
3172,1979-10-08,10:08,"Covington, Kentucky",Comair,,"Covington, KY - Nashville, TN",Piper PA-31,N6642L,,8.0,8.0,0.0,plane crashed engine failure undetermined reasons improper flap configueration plane overloaded hurried departure inadequate flight training,100.0,0.0,1979,10,8,0,281
3173,1979-10-08,,"Athens, Greece",Swissair,SR316,Zurich - Geneva - Athens - Bombay - Beijing,McDonnell Douglas DC-8-62,HB-IDE,45919/312,156.0,14.0,0.0,aircraft overran runway crashed left wing tail separating aircraft came rest crew touched far runway speed higher normal non stabilized final approach crew fully apply braking systems touchdown known adverse conditions,8.974358974358974,142.0,1979,10,8,0,281
3174,1979-10-08,16:07,"Anchorage, Alaska",Spernak Airway - Air Taxi,,"Anchorage, AK - Anchorage, AK",Cessna 207A,N6224H,,4.0,4.0,0.0,plane suffered engine failure takeoff crashed water fuel improperly serviced aircraft,100.0,0.0,1979,10,8,0,281
3175,1979-10-22,19:40,"Bloomington, Indiana",Rhoadgs Aviation - Air Taxi,,"Centrailia, IN - Columbus, IN",Cessna 310,N1320G,,2.0,2.0,0.0,crashed flying tornado watch area continued flight known areas severe turbulence,100.0,0.0,1979,10,22,0,295
3176,1979-10-27,23:46,"Near San Ysidro, California",,,"Monterey, Mexico - San Ysidro, CA",Beech 200,XC-PGR,,10.0,10.0,0.0,crashed final approach plane hit pole 14 feet ground level 2 miles approach end runway localizer inoperative crew using vor dme improper ifr operation,100.0,0.0,1979,10,27,5,300
3177,1979-10-28,,"Tijuana, Mexico",Procurator Generale de la Republica,,,de Havilland Canada DHC-6 Twin Otter 300,XC-BOS,519,10.0,10.0,0.0,crashed utility pole short runway heavy fog,100.0,0.0,1979,10,28,6,301
3178,1979-10-31,05:42,"Mexico City, Mexico",Western Airlines,2605,"Los Angeles, CA  - Mexico City, Mexico",McDonnell Douglas DC-10-10,N903WA,46929/107,88.0,72.0,1.0,aircraft struck vehicle landing closed runway fog tower warned flight three times closed runway non compliance meteorological minima approach procedure cleared failure comply aircraft operating procedures approach phase landing runway closed traffic,81.81818181818183,16.0,1979,10,31,2,304
3179,1979-11-01,,"Big Trout Lake, Canada",Austin Airways,607,Pickle Lake - Big Trout,De Havilland Dash-6,C-GTJA,630,3.0,3.0,0.0,sruck tower trying land poor visibility,100.0,0.0,1979,11,1,3,305
3180,1979-11-02,11:12,"Greenville, South Carolina",Bankair Inc. - Air Taxi,11,"Greenville, SC - Colombia, SC",Piper PA-31,N66893,,7.0,5.0,0.0,aircraft lost power takeoff crashed power lines power plant failure undetermined reasons inadequate maintenance inspection,71.42857142857143,2.0,1979,11,2,4,306
3181,1979-11-12,20:29,"Salem, Oregon",McKenzie Flying Service - Air Taxi,,"John Day, OR - Salem, OR",Cessna T310R,N1316G,310R0005,3.0,3.0,0.0,aircraft 1 200 ft high lom commenced rapid descent crashed improper ifr operation,100.0,0.0,1979,11,12,0,316
3182,1979-11-15,12:00,"Near Chicago, Illinois",American Airlines,444,Chicago - Washington D.C.,Boeing B-727,,,78.0,0.0,0.0,en route chicago washington explosive device detonated baggage compartment aircraft flying altitude approximately 34 500 feet flight crew experienced noise described thump smoke subsequently filled cabin aircraft forced make emergency landing washington dulles airport bomb planted unabomber man accused attacks 18 year period arrested april 1996 subsequently received life sentence,0.0,78.0,1979,11,15,3,319
3183,1979-11-16,18:40,"Vologda, Russia",Aeroflot,,Positioning,Yakovlev YAK-40,CCCP-87454,9431136,5.0,3.0,0.0,plane descended decision height without established ground contact crashed wooded area,60.0,2.0,1979,11,16,4,320
3184,1979-11-18,04:56,"Granger, Utah",Transamerica Airlines,,"Ogden, UT - Las Vegas, NV",Lockheed L-188CF Electra,N859U,2016,3.0,3.0,0.0,descent aircraft attained high airspeed high rate descent disintegrated flight progressive failure aircraft electrical system leading disabling erratiperformance critical flight instruments flight instrument lighting flight operating night instrument meteorological condition result conditions flight crew could resolve instrumentation anomalies determine proper aircraft attitude reference became disoriented lost control aircraft crew efforts regain control aircraft imposed aerodynamiloads exceeded design limits aircraft caused break flight,100.0,0.0,1979,11,18,6,322
3185,1979-11-26,,"Takla Narrows, British Columbia, Canada",Smithers Air Service,,,de Havilland Canada DHC-3 Otter,C-FJIK,,4.0,3.0,0.0,crashed taking,75.0,1.0,1979,11,26,0,330
3186,1979-11-26,02:03,"Near At Ta'if, Jeddah, Saudi Arabia",Pakistan International Airlines,740,Jeddah - Karachi,Boeing B-707-340C,AP-AWZ,20275/844,156.0,156.0,0.0,airborne half hour cabin attendant reported fire aft cabin area seventeen minutes later aircraft crashed rocky desert attempting emergency landing blaze may started passenger possibly leaking kerosene stove carried aboard haj pilgrim passenger,100.0,0.0,1979,11,26,0,330
3187,1979-11-28,12:49,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",Air New Zealand,901,Auckland - Christchurch,McDonnell Douglas DC-10-30,ZK-NZP,46910/182,257.0,257.0,0.0,aircraft crashed slopes mt erebus sightseeing flight antarctica incorrect computer stored flight plan resulted navigational error directing flight towards mt erebus overcast crew descended authorized altitude contributing accident crew inexperience flying antarctiroute information navigational errors suppressed officials,100.0,0.0,1979,11,28,2,332
3188,1979-11-30,,"San Andres Island, Colombia",Aerolineas La Gaviola,,,Grumman G-21 Goose,HK-2059,,9.0,9.0,0.0,nan,100.0,0.0,1979,11,30,4,334
3189,1979-12-03,,"Nome, Alaska",Evergreen Helicopter - Air Taxi,,"Nome, AK - Return",de Havilland DHC-6,N8061V,294,4.0,4.0,0.0,crashed snow low ceiling fog en route continued vfr flight adverse weather,100.0,0.0,1979,12,3,0,337
3190,1979-12-09,,"Cherskiy, Russia",Aeroflot,,,Antonov AN-26,CCCP-26547,2810,7.0,7.0,0.0,shifting cargo caused pilot lose control crash hotel,100.0,0.0,1979,12,9,6,343
3191,1979-12-12,,"Apolo, Bolivia",CAMBA,,,Martin 404,CP-1440,14114,11.0,10.0,0.0,nan,90.9090909090909,1.0,1979,12,12,2,346
3192,1979-12-19,,"Cerro Toledo Mountain, Colombia",SATENA,,Arauca - Bogota,Douglas DC-4 (C-54),FAC-1106,10853,19.0,19.0,0.0,flew mountain,100.0,0.0,1979,12,19,2,353
3193,1979-12-22,14:00,"Near Puerto Esperanza, Peru",Fuerza Aérea del Peru,,Pucallpa - Puerto Esperanza,de Havilland Canada DHC-5 Buffalo,FAP-348,55,29.0,29.0,0.0,crashed jungle domestiflight 20 miles destination severe thunderstorms associated windshear hurricane believed caused crash,100.0,0.0,1979,12,22,5,356
3194,1979-12-23,,"Ankara, Turkey",Turkish Airlines (THY),,Ankara - Samsun,Fokker F-28 Fellowship 1000,TC-JAT,11071,45.0,41.0,0.0,crashed cubuk hill fog two minutes away landing airport flight structural failure due severe turbulence aircraft named trabzon,91.11111111111111,4.0,1979,12,23,6,357
3195,1979-12-23,,"Menari, Papua New Guinea",Douglas Airways,,,GAF Nomad 22B,P2-DNL,039,15.0,15.0,0.0,crashed side mountain,100.0,0.0,1979,12,23,6,357
3196,1980-01-02,,Haiti,Haïti Air Inter,,Port au Prince - Cape Haitien,Britten Norman BN Islander,HH-CNC,474,9.0,9.0,0.0,struck high ground poor visibility en route,100.0,0.0,1980,1,2,2,2
3197,1980-01-11,01:23,Over the AtlantiOcean,Private charter,,Shreveport - Baton Rouge,Cessna 441 Conquest,N442NC,,2.0,2.0,0.0,plane 45 minute fight shreveport baton rouge louisiana aircraft climbed past assigned altitude veered northeast faa tried contact aircraft without success fighter jets scrambled intercept plane observed one controls got response radio calls plane rose altitude 41 600 feet headed sea plane eventually ran fuel descended 25 000 feet went spin crashed 1 100 feet water wreckage remains ever recovered official cause remains unknown although believed occupants lost consciousness due oxygen deprivation louisiana state university football coach robert bo rein 34 killed,100.0,0.0,1980,1,11,4,11
3198,1980-01-21,19:10,"Elburz Mtns., near Laskarak, Markazi, Iran",Iran National Airlines,,Babol Sar - Tehran,Boeing B-727-86,EP-IRD,19817/537,128.0,128.0,0.0,aircraft crashed mountain landing attempt fog snow inoperative ground radar inoperative ils aircraft named shiraz,100.0,0.0,1980,1,21,0,21
3199,1980-01-23,,"Mt. Cemonyet,  Indonesia",Pelita Air Service,,,CASA 212 Aviocar 100,PK-PCX,45/3N,13.0,13.0,0.0,hit high ground 2 700 ft poor weather approach,100.0,0.0,1980,1,23,2,23
3200,1980-01-24,06:20,"Near Mandalay, Burma",Military - Union of Burma Air Force,,Mandalay - Rangoon,Fairchild FH-227H,5003,545,44.0,43.0,0.0,crashed building attempting emergency landing following loss one engine,97.72727272727272,1.0,1980,1,24,3,24
3201,1980-02-03,,"Baracoa, Cuba",Cubana de Aviacon,,Moa - Baracoa,Yakovlev YAK-40,CU-T1219,9840959,37.0,1.0,0.0,crashed attemping land,2.702702702702702,36.0,1980,2,3,6,34
3202,1980-02-21,,"Sydney, NSW, Australia",Advance Airlines,,Sydney - Tomora,Beechcraft Super King Air 200,VH-AAV,BB-0245,13.0,13.0,0.0,crashed sea wall 2 feet short runway attemping emergency landing,100.0,0.0,1980,2,21,3,52
3203,1980-02-21,08:50,"Leeville, Louisiana",Rotor Airs In- Air Taxi,,"Leeville, LA - Grand Isle, LA",Sikorsky S-62A,N442Y,,7.0,6.0,0.0,helicopter experienced uncontrollable overspeeding became airborne lost power crashed,85.71428571428571,1.0,1980,2,21,3,52
3204,1980-02-22,,"Near Agra, India",Military - Indian Air Force,,,Fairchild C-119G,,,47.0,46.0,1.0,bicyclist riding runway led pilot initiate premature liftoff resulting stall plane carrying paratroopers,97.87234042553192,1.0,1980,2,22,4,53
3205,1980-02-27,06:00,"Manila, Philippines",China Airlines (Taiwan),,Taipei - Manila,Boeing B-707-309C,B-1826,20262/830,135.0,2.0,0.0,aircraft undershot runway bounced twice two outboard engines broke loose wingtips ripped fire broke spread rapidly pilot error,1.4814814814814816,133.0,1980,2,27,2,58
3206,1980-03-14,11:00,"Near Warsaw, Poland",LOT Polish Airlines,007,New York City - Warsaw,Ilyushin IL-62,SP-LAA,11004,87.0,87.0,0.0,attempting land warsaw crew initiated overshoot procedure indications landing gear thrust applied 2 engine disintegrated damaging two engines severing rudder elevator control lines plane crashed one half mile runway threshold metal fatigue 2 engine turbine disc dead included 22 members u boxing team polish singer anna jantar aircraft named mikolaj kopernik,100.0,0.0,1980,3,14,4,74
3207,1980-03-14,15:00,"Near Yenice, Turkey",Military - U.S. Air Force,,,Lockheed C-130H,74-2064,4659,18.0,18.0,0.0,crashed hilly terrain left wing exploded cause unknown plane returning incirlik air base,100.0,0.0,1980,3,14,4,74
3208,1980-03-21,19:49,"Houston, Texas",Eagle Commuter,,"Houston, TX - Brownwood, TX",Piper PA-28-180,N55932,28-7305503,10.0,7.0,0.0,right engine failed taking plane plunged ground struck helicopter small plane four parked cars slammed hanger burst flames engine failed undetermined reasons improper emergency procedures pilot properly configure aircraft land immediately,70.0,3.0,1980,3,21,4,81
3209,1980-03-21,,"Off Macae, Brazil",VOTEC,,,Sikorsky S-76,PT-HKB,760008,14.0,14.0,0.0,crashed sea,100.0,0.0,1980,3,21,4,81
3210,1980-03-24,,"Deer Lake, Canada",Tomahawk Airways,,,Cessna 402,C-FEIA,,9.0,6.0,0.0,nan,66.66666666666666,3.0,1980,3,24,0,84
3211,1980-03-30,,"Cuiaba, Brazil",VoteTaxi Aéreo,,,Britten Norman BN Islander,PT-JSC,695,9.0,9.0,0.0,crashed stalling,100.0,0.0,1980,3,30,6,90
3212,1980-04-12,20:40,"Florianopolis, Brazil",Transbrasil,,Sao Paulo - Florianopolis,Boeing B-727-27C,PT-TYS,19111/297,58.0,55.0,0.0,plane crashed hill landing thunderstorm pilot misjudged speed distance failed initiate go around improper flight supervision control engines,94.82758620689656,3.0,1980,4,12,5,103
3213,1980-04-24,,"Posht-i-Badam, Iran",Military - U.S. Air Force,,,Lockheed EC-130E Hercules,62-1809,3770,7.0,5.0,0.0,hit u marine corps rh 53d sea stallion helicopter hostage rescue operation ground,71.42857142857143,2.0,1980,4,24,3,115
3214,1980-04-25,13:21,"Tenerife, Canary Islands",Dan Air Services,1008,Manchester - Tenerife,Boeing B-727-64,G-BDAN,19279/288,146.0,146.0,0.0,plane crashed mountain 5 500 ft high 300 mph approach tenerife pilot holding pattern took aircraft area high ground maintaining correct altitude lack communication pilot co pilot,100.0,0.0,1980,4,25,4,116
3215,1980-04-27,06:55,"Don Muang, Thailand",Thai Airways,231,Khon Kaen - Bangkok,Hawker Siddeley HS-748-2,HS-THB,1568,53.0,44.0,0.0,aircraft entered thunderstorm caught downdraft struck ground 8 nm northeast bangkok international airport pilot directed aircraft thunderstorm early dissipating stage aircraft severely affected downdraft lost altitude rapidly time altitude aircraft 1 500 ft pilot could maintain altitude procedural error pilot tuned weather warning use weather radar flew area severe weather,83.01886792452831,9.0,1980,4,27,6,118
3216,1980-05-13,,"Campinas, Brazil",VoteTaxi Aéreo,,,Britten Norman BN Islander,PT-KHK,208,7.0,7.0,0.0,crashed conducting survey,100.0,0.0,1980,5,13,1,134
3217,1980-05-13,,"Off Varadero, Cuba",Cubana de Aviacion,,Training,Ilyushin IL-14,CU-T322,147001642,3.0,3.0,0.0,crashed sea,100.0,0.0,1980,5,13,1,134
3218,1980-12-21,14:23,"Near Rio Hacha, Colombia",Transportes Aereos del Caribe,,Rio Hacha - Medellin,Aerospatiale Caravelle 6R,HK-1810,165,70.0,70.0,0.0,fire explosion took place 5 minutes taking explosion possibly caused bomb placed rear section aircraft,100.0,0.0,1980,12,21,6,356
3219,1980-05-19,12:05,"Off Sarasota, Florida",Northeast Jet,,"West Palm Beach, FL - New Orleans, LA",Learjet 25D,N125NE,25-271,2.0,2.0,0.0,unexpected encouter moderate severe clear air turbulence flightcrew improper response encounter aircraft marginal controllability characteristics flown beyond boundary high altitude speed envelope resulted aircraft exceeding mach limits progressive loss control recovery possible,100.0,0.0,1980,5,19,0,140
3220,1980-05-28,12:25,"Gran Canaria Island, Spain",Spanish Air Force,,,Lockheed C-130,T.10-1/311-01,4520,11.0,11.0,0.0,crashed mountain visual reference due fog,100.0,0.0,1980,5,28,2,149
3221,1980-06-02,,"Near Yachiba, Bolivia",Lloyd Aereo Boliviano,,,Fairchild F-27J,CP-1117,0118,13.0,13.0,0.0,crashed tapecua mountains,100.0,0.0,1980,6,2,0,154
3222,1980-06-08,15:33,"Near Matala, Angola",Lineas Aereas de Angola,,,Yakovlev YAK-40,D2-TYC,9721753,29.0,29.0,0.0,accidentally shot anti aircraft fire,100.0,0.0,1980,6,8,6,160
3223,1980-06-12,15:46,"Valley, Nebraska",Air Wisconsin,965,"Appleton, WI - Minneapolis, MN, - Lincoln, NE",Swearingen 226TC Metro II,N6505,TC-228,15.0,13.0,0.0,penetrating thunderstorm massive amounts water cause engine lose power although engines restarted crew could recover crashed field engine failure due massive ingestion water engines crew error unwise decision enter area thunderstorms critical weather disseminated,86.66666666666667,2.0,1980,6,12,3,164
3224,1980-06-12,,"Near Dushanbe, Russia",Aeroflot,,,Yakovlev YAK-40,CCCP-87689,9910403,29.0,29.0,0.0,struck mountain,100.0,0.0,1980,6,12,3,164
3225,1980-06-15,11:06,"Lihue, Hawaii",Aero PaLease - Air Taxi,,"Honolulu, HI - Lihue, HI",Piper PA-34,N2564Q,,2.0,2.0,0.0,missed approach crashed fog rain atc failure track flight termination radar service advise impending danger,100.0,0.0,1980,6,15,6,167
3226,1980-06-27,20:59,"Tyrrhenian Sea,  off Ustica, Italy",Itavia,870,Bologna - Palermo,McDonnell Douglas DC-9-15,I-TIGI,45724/22,81.0,81.0,0.0,two libyan mig aircraft concealed radar detection flying closely dc 9 discovered attempt made either french us aircraft intercept migs believed shot fired migs accidentally struck itavia flight 870 aircraft exploded crashed island ustica report released 1994 stated new evidence pointed explosive device aboard aircraft causing crash,100.0,0.0,1980,6,27,4,179
3227,1980-07-07,,"Near Tepic, Mexico",IMSS,,,Embraer 110P1 Bandeirante,XC-DAK,110-242,13.0,13.0,0.0,nan,100.0,0.0,1980,7,7,0,189
3228,1980-07-07,00:39,"Nar Alma-Ata, Kasakastan, USSR",Aeroflot,4225,Alma Ata - Simferopol,Tupolev TU-154B,CCCP-85355,355,166.0,166.0,0.0,aircraft crashed burned field 2 minutes takeoff windshear,100.0,0.0,1980,7,7,0,189
3229,1980-07-12,,"Golovin, Alaska",Ryan Air Services,,"Nome, AK - Unalakeet, AK",Cessna 402B,N90238,402B0817,8.0,8.0,0.0,plane crashed continued vfr flight adverse weather conditions,100.0,0.0,1980,7,12,5,194
3230,1980-07-21,17:02,"Tusayan, Arizona",SceniAirlines,,"Tusayan, AZ - Phoenix, AZ",Cessna 404 Titan II,N2683S,,8.0,8.0,0.0,collided trees initial climb due engine failure substantial loss power left engine critical point takeoff failure pilot establish minimum drag configuration degraded marginal single engine climb performance aircraft loss power resulted seizure turbocharger following progressive failure turbine wheel blades initiated foreign object ingestion occurred previous flight detected maintenance engine 4 days accident,100.0,0.0,1980,7,21,0,203
3231,1980-07-25,07:13,"Philadelphia, Pennsylvania",Air Pennsylvania - Air Taxi,,"Hazelton, PA - Philadelphia, PA",Piper PA-31-350,N5MS,317405138,3.0,3.0,0.0,aircraft flew vortex wake b727 lost control crashed,100.0,0.0,1980,7,25,4,207
3232,1980-08-01,,"Cerro Lilio, Mexico",Aeronaves del Peru,,"Lima, Peu - Mexico City, Mexico",Douglas DC-8-43F,OB-R-1143,45598/57,7.0,3.0,0.0,cargo plane crashed mountain poor visibility,42.85714285714285,4.0,1980,8,1,4,214
3233,1980-08-03,16:15,"Togiak, Alaska",Yute Air Alaska - Air Taxi,,"Dillingham, AK - Return",de Havilland DHC-3,N443GR,,9.0,2.0,0.0,struck hill taking climbing fog shrouded valley continued vfr flight adverse weather conditions,22.22222222222222,7.0,1980,8,3,6,216
3234,1980-08-06,17:40,"Houma, Louisiana",Air Logistics,,Oil Platform SS-224 - Houma LA,Bell 205A-1 helicopter,N95AL,30203,13.0,13.0,0.0,crashed continued vfr flight adverse weather conditions windshield wipers unreliable attitude indicator inoperative turn needle,100.0,0.0,1980,8,6,2,219
3235,1980-08-07,03:00,"Nouadhibou, Mauretania",Tarom,,Bucurest  - Nouadhibou,Tupolev TU-154B-1,YR-TPH,277,168.0,1.0,0.0,aircraft touched water 1 000 ft short runway,0.5952380952380952,167.0,1980,8,7,3,220
3236,1980-08-11,,"Rio de Janeiro, Brazil",Prospec,,,Britten-Norman BN-2A-6 Islander,PT-KAC,644,3.0,3.0,0.0,crashed shortly taking,100.0,0.0,1980,8,11,0,224
3237,1980-08-13,21:55,"Sa Cabaneta, Spain",Spantax,,,Learjet 35A,EC-DFA,35-196,4.0,4.0,0.0,slamed mountain approach,100.0,0.0,1980,8,13,2,226
3238,1980-12-23,23:12,"Qatar, Qatar",Saudi Arabian Airlines,,Dhahran - Karachi,Lockheed L-1011-200,HZ-AHJ,1161,291.0,2.0,0.0,two passengers sucked plane tire exploded wheel well causing damage fuselage,0.6872852233676976,289.0,1980,12,23,1,358
3239,1981-01-14,,"Ramstein AFB, West Germany",Military - U.S. Air Force,,"Ramstein AFB - Oslo, Norway",Lockheed C-130E Hercules,69-6581,4357,11.0,11.0,0.0,stalled crashed shortly taking,100.0,0.0,1981,1,14,2,14
3240,1980-08-19,19:08,"Near Riyadh, Saudi Arabia",Saudi Arabian Airlines,163,Riyadh - Jeddah,Lockheed 1011-200 TriStar,HZ-AHK,1169,301.0,301.0,0.0,flight experienced fire aft cargo compartment 6 minutes taking rilyadh plane returned airport landed delay evacuating plane aboard killed smoke fire half minute landing captain decided order emergency evacuation landed stop immediately instead proceeded make normal landing delaying fire equipment putting fire took full twenty three minutes touchdown doors opened failure captain prepare cabin crew immediate evacuation upon landing failure making maximum stop landing runway immediate evacuation,100.0,0.0,1980,8,19,1,232
3241,1980-08-26,,"Near Jakarta, Indonesia",Bouraq Indonesia Airlines,,Banjarmasin-Sjamsudin Noor  -  Jakarta,Vickers Viscount 812,PK-IVS,353,37.0,37.0,0.0,section tail separated flight aircraft crashed swamp broken spigot fitting part elevator torque tube assembly part repaced required,100.0,0.0,1980,8,26,1,239
3242,1980-09-05,,"Near Montelimar, France",Military - Kuwait Air Force,,,Lockheed L-100-20 Hercules,KAF317,4350,8.0,8.0,0.0,crashed struck lightning,100.0,0.0,1980,9,5,4,249
3243,1980-09-10,,"Puerto Olaya, Colombia",Aeronorte Colombia,,Barranquilla - Bogota,Douglas C-47,HK-329,4404,3.0,3.0,0.0,en route wing separated cargo plane led loss control wing attachment bolts failed turbulence,100.0,0.0,1980,9,10,2,254
3244,1980-09-12,20:58,"Off Freeport, Bahamas",Florida Commuter Airlines,,West Palm Beach - Freeport Grand Bahama Islands,Douglas DC-3,N75KW,4861,34.0,34.0,0.0,aircraft crashed atlantiocean 3 5 nm sw west end settlement low ceiling thunderstorm activity cause unable determined contributing factors include flight thunderstorm activity malfunctioning pitot tube improper supervision airline management,100.0,0.0,1980,9,12,4,256
3245,1980-09-14,,"Kindu, Zaire",Military - Force Aérienne Zaïroise,,,Lockheed Hercules C-130,9T-TCE,4569,36.0,36.0,0.0,crashed takeoff losing one engine,100.0,0.0,1980,9,14,6,258
3246,1980-09-15,00:00,"Near Medina, Saudi Arabia",Military - Royal Saudi Air Force,,,Lockheed C-130E,453,4128,89.0,89.0,0.0,crashed desert taking report flight fire,100.0,0.0,1980,9,15,0,259
3247,1980-09-17,,"Near Kindu, Zaire",Military - Zairean Air Force,,,de Havilland DHC-5 Buffalo,9T-CBA,,36.0,36.0,0.0,crashed shortly taking,100.0,0.0,1980,9,17,2,261
3248,1980-09-22,,"Mount Smjorfjollum, Iceland",Flugfelag Austurlands,,,Britten-Norman BN-2A-27 Islander,TF-RTO,142,3.0,3.0,0.0,crashed mountain en route,100.0,0.0,1980,9,22,0,266
